"RG","TG"
"BCL2A1_LEF1","BCL2A1","LEF1"
"CCNA2_LEF1","CCNA2","LEF1"
"CCNA1_LEF1","CCNA1","LEF1"
"MYC_LEF1","MYC","LEF1"
"DUSP6_LEF1","DUSP6","LEF1"
"JUP_LEF1","JUP","LEF1"
"TCF7_LEF1","TCF7","LEF1"
"TCF7L1_LEF1","TCF7L1","LEF1"
"TCF7L2_LEF1","TCF7L2","LEF1"
"CCND1_LEF1","CCND1","LEF1"
"PPARD_LEF1","PPARD","LEF1"
"KIT_CCND1","KIT","CCND1"
"FLT3_CCND1","FLT3","CCND1"
"PIK3CD_CCND1","PIK3CD","CCND1"
"PIK3CB_CCND1","PIK3CB","CCND1"
"PIK3R1_CCND1","PIK3R1","CCND1"
"PIK3R2_CCND1","PIK3R2","CCND1"
"PIK3R3_CCND1","PIK3R3","CCND1"
"P3R3URF.PIK3R3_CCND1","P3R3URF.PIK3R3","CCND1"
"AKT1_CCND1","AKT1","CCND1"
"AKT3_CCND1","AKT3","CCND1"
"CHUK_CCND1","CHUK","CCND1"
"IKBKB_CCND1","IKBKB","CCND1"
"IKBKG_CCND1","IKBKG","CCND1"
"RELA_CCND1","RELA","CCND1"
"BAD_CCND1","BAD","CCND1"
"MTOR_CCND1","MTOR","CCND1"
"EIF4EBP1_CCND1","EIF4EBP1","CCND1"
"RPS6KB1_CCND1","RPS6KB1","CCND1"
"RPS6KB2_CCND1","RPS6KB2","CCND1"
"SOS1_CCND1","SOS1","CCND1"
"SOS2_CCND1","SOS2","CCND1"
"ARAF_CCND1","ARAF","CCND1"
"RAF1_CCND1","RAF1","CCND1"
"MAP2K1_CCND1","MAP2K1","CCND1"
"MAP2K2_CCND1","MAP2K2","CCND1"
"MAPK1_CCND1","MAPK1","CCND1"
"MAPK3_CCND1","MAPK3","CCND1"
"STAT3_CCND1","STAT3","CCND1"
"STAT5A_CCND1","STAT5A","CCND1"
"STAT5B_CCND1","STAT5B","CCND1"
"PIM1_CCND1","PIM1","CCND1"
"PIM2_CCND1","PIM2","CCND1"
"CSF1R_CCND1","CSF1R","CCND1"
"MPO_CCND1","MPO","CCND1"
"CSF2_CCND1","CSF2","CCND1"
"IL3_CCND1","IL3","CCND1"
"RUNX1T1_CCND1","RUNX1T1","CCND1"
"PML_CCND1","PML","CCND1"
"RARA_CCND1","RARA","CCND1"
"ZBTB16_CCND1","ZBTB16","CCND1"
"PER2_CCND1","PER2","CCND1"
"SPI1_CCND1","SPI1","CCND1"
"CD14_CCND1","CD14","CCND1"
"ITGAM_CCND1","ITGAM","CCND1"
"FCGR1A_CCND1","FCGR1A","CCND1"
"CEBPE_CCND1","CEBPE","CCND1"
"BCL2A1_CCND1","BCL2A1","CCND1"
"CCNA2_CCND1","CCNA2","CCND1"
"CCNA1_CCND1","CCNA1","CCND1"
"MYC_CCND1","MYC","CCND1"
"DUSP6_CCND1","DUSP6","CCND1"
"JUP_CCND1","JUP","CCND1"
"TCF7L1_CCND1","TCF7L1","CCND1"
"TCF7L2_CCND1","TCF7L2","CCND1"
"LEF1_CCND1","LEF1","CCND1"
"PPARD_CCND1","PPARD","CCND1"
"KIT_PPARD","KIT","PPARD"
"PIK3CA_PPARD","PIK3CA","PPARD"
"PIK3CD_PPARD","PIK3CD","PPARD"
"PIK3CB_PPARD","PIK3CB","PPARD"
"PIK3R1_PPARD","PIK3R1","PPARD"
"PIK3R2_PPARD","PIK3R2","PPARD"
"PIK3R3_PPARD","PIK3R3","PPARD"
"AKT1_PPARD","AKT1","PPARD"
"AKT3_PPARD","AKT3","PPARD"
"CHUK_PPARD","CHUK","PPARD"
"IKBKB_PPARD","IKBKB","PPARD"
"IKBKG_PPARD","IKBKG","PPARD"
"NFKB1_PPARD","NFKB1","PPARD"
"RELA_PPARD","RELA","PPARD"
"SOS1_PPARD","SOS1","PPARD"
"SOS2_PPARD","SOS2","PPARD"
"HRAS_PPARD","HRAS","PPARD"
"ARAF_PPARD","ARAF","PPARD"
"BRAF_PPARD","BRAF","PPARD"
"RAF1_PPARD","RAF1","PPARD"
"MAP2K1_PPARD","MAP2K1","PPARD"
"MAP2K2_PPARD","MAP2K2","PPARD"
"MAPK1_PPARD","MAPK1","PPARD"
"MAPK3_PPARD","MAPK3","PPARD"
"STAT3_PPARD","STAT3","PPARD"
"STAT5B_PPARD","STAT5B","PPARD"
"PIM1_PPARD","PIM1","PPARD"
"PIM2_PPARD","PIM2","PPARD"
"CSF1R_PPARD","CSF1R","PPARD"
"MPO_PPARD","MPO","PPARD"
"CSF2_PPARD","CSF2","PPARD"
"IL3_PPARD","IL3","PPARD"
"RUNX1T1_PPARD","RUNX1T1","PPARD"
"PML_PPARD","PML","PPARD"
"RARA_PPARD","RARA","PPARD"
"ZBTB16_PPARD","ZBTB16","PPARD"
"PER2_PPARD","PER2","PPARD"
"CD14_PPARD","CD14","PPARD"
"ITGAM_PPARD","ITGAM","PPARD"
"FCGR1A_PPARD","FCGR1A","PPARD"
"BCL2A1_PPARD","BCL2A1","PPARD"
"CCNA2_PPARD","CCNA2","PPARD"
"CCNA1_PPARD","CCNA1","PPARD"
"MYC_PPARD","MYC","PPARD"
"DUSP6_PPARD","DUSP6","PPARD"
"JUP_PPARD","JUP","PPARD"
"TCF7_PPARD","TCF7","PPARD"
"TCF7L1_PPARD","TCF7L1","PPARD"
"TCF7L2_PPARD","TCF7L2","PPARD"
"LEF1_PPARD","LEF1","PPARD"
"CCND1_PPARD","CCND1","PPARD"
